cusip6,cik,name,cusip,form10KUrls
90137F,1347858,{'22ND CENTY GROUP INC'},"{'90137F903', '90137F103', '90137F953'}",https://www.sec.gov/Archives/edgar/data/1347858/000155837023003241/0001558370-23-003241.txt
90138F,1447669,"{'TWILIO INC', 'TWILIO INC - A', 'Twilio Inc'}","{'90138F102', '90138F952', '90138F902', '90138f102'}",https://www.sec.gov/Archives/edgar/data/1447669/000144766923000049/0001447669-23-000049.txt
901476,100378,{'TWIN DISC INC'},{'901476101'},https://www.sec.gov/Archives/edgar/data/100378/000143774923025446/0001437749-23-025446.txt
90184D,1581280,{'TWIST BIOSCIENCE CORP'},"{'90184D950', '90184D100', '90184d100', '90184D900'}",https://www.sec.gov/Archives/edgar/data/1581280/000162828023039767/0001628280-23-039767.txt
90187B,1465740,{'TWO HBRS INVT CORP'},"{'90187B408', '90187B804', '90187B904', '90187B954'}",https://www.sec.gov/Archives/edgar/data/1465740/000146574023000055/0001465740-23-000055.txt
90214J,1459417,"{'2U Inc.', '2U INC'}","{'90214J101', '90214J951', '90214j101', '90214J901'}",https://www.sec.gov/Archives/edgar/data/1459417/000145941723000004/0001459417-23-000004.txt
902252,860731,{'TYLER TECHNOLOGIES INC'},"{'902252105', '902252905', '902252955'}",https://www.sec.gov/Archives/edgar/data/860731/000086073123000009/0000860731-23-000009.txt
902494,100493,"{'TYSON FOODS INC', 'Tyson Foods Inc.'}","{'902494103', '902494953', '902494903'}",https://www.sec.gov/Archives/edgar/data/100493/000010049323000105/0000100493-23-000105.txt
902653,74208,{'UDR INC'},"{'902653104', '902653954', '902653904'}",https://www.sec.gov/Archives/edgar/data/74208/000007420823000007/0000074208-23-000007.txt
902673,914156,{'UFP TECHNOLOGIES INC'},{'902673102'},https://www.sec.gov/Archives/edgar/data/914156/000117184323001734/0001171843-23-001734.txt
902681,884614,"{'UGI CORP NEW', 'UGI CORP'}","{'902681113', '902681905', '902681105'}",https://www.sec.gov/Archives/edgar/data/884614/000088461423000104/0000884614-23-000104.txt
902788,101382,{'UMB FINL CORP'},{'902788108'},https://www.sec.gov/Archives/edgar/data/101382/000156459023002256/0001564590-23-002256.txt
90278Q,912767,"{'UFP INDUSTRIES INC', 'UFP Industries, Inc.'}","{'90278Q908', '90278Q108', '90278q108'}",https://www.sec.gov/Archives/edgar/data/912767/000155837023002546/0001558370-23-002546.txt
90290N,1522727,"{'USA Compression Partners LP', 'USA COMPRESSION PARTNERS LP'}","{'90290N109', '90290n109'}",https://www.sec.gov/Archives/edgar/data/1522727/000152272723000006/0001522727-23-000006.txt
90291C,27093,{'U S GOLD CORP'},{'90291C201'},https://www.sec.gov/Archives/edgar/data/27093/000149315223026120/0001493152-23-026120.txt
902952,1031235,{'U S GLOBAL INVS INC'},{'902952100'},https://www.sec.gov/Archives/edgar/data/1031235/000095017023010358/0000950170-23-010358.txt
902973,36104,"{'US BANCORP SER K PFD', 'US BANCORP DEL', 'US BANCORP'}","{'902973904', '902973304', '902973954', '902973759'}",https://www.sec.gov/Archives/edgar/data/36104/000119312523050691/0001193125-23-050691.txt
903002,752642,{'UMH PPTYS INC'},{'903002103'},https://www.sec.gov/Archives/edgar/data/752642/000149315223006265/0001493152-23-006265.txt
90328M,896264,{'USANA HEALTH SCIENCES INC'},{'90328M107'},https://www.sec.gov/Archives/edgar/data/896264/000089626423000004/0000896264-23-000004.txt
90337L,885978,"{'US Physical Therapy Inc', 'U S PHYSICAL THERAPY'}","{'90337l108', '90337L108'}",https://www.sec.gov/Archives/edgar/data/885978/000114036123009198/0001140361-23-009198.txt
90338N,923571,"{'US Xpress Enterprises', 'US XPRESS ENTERPRISES INC -A'}","{'90338N202', '90338n202'}",https://www.sec.gov/Archives/edgar/data/923571/000155837023002389/0001558370-23-002389.txt
90353T,1543151,"{'UBER', 'UBER TECHNOLOGIES INC', 'UBER TECHNOLOGIES INC CALL'}","{'90353t100', '90353T900', '90353T100', '90353T950'}",https://www.sec.gov/Archives/edgar/data/1543151/000154315123000010/0001543151-23-000010.txt
90384S,1403568,"{'ULTA BEAUTY INC.', 'ULTA BEAUTY INC'}","{'90384S903', '90384S303', '90384S953', '90384s303'}",https://www.sec.gov/Archives/edgar/data/1403568/000155837023004581/0001558370-23-004581.txt
90385V,1275014,{'ULTRA CLEAN HLDGS INC'},"{'90385V107', '90385V907', '90385V957'}",https://www.sec.gov/Archives/edgar/data/1275014/000095017023005148/0000950170-23-005148.txt
903899,875657,{'ULTRALIFE CORP'},{'903899102'},https://www.sec.gov/Archives/edgar/data/875657/000143774923008694/0001437749-23-008694.txt
90400D,1515673,{'ULTRAGENYX PHARMACEUTICAL IN'},"{'90400D958', '90400D908', '90400D108'}",https://www.sec.gov/Archives/edgar/data/1515673/000095017023003096/0000950170-23-003096.txt
904214,1077771,{'UMPQUA HLDGS CORP'},{'904214103'},https://www.sec.gov/Archives/edgar/data/1077771/000107777123000012/0001077771-23-000012.txt
904311,1336917,"{'UNDER ARMOUR INC CLASS C', 'UNDER ARMOUR INC', 'UNDER ARMOUR INC CLASS A', None}","{'904311206', '904311957', '904311AC1', '904311107', '904311956', '904311906', '904311907'}",https://www.sec.gov/Archives/edgar/data/1336917/000133691723000021/0001336917-23-000021.txt
904677,100726,{'UNIFI INC'},{'904677200'},https://www.sec.gov/Archives/edgar/data/100726/000095017023044490/0000950170-23-044490.txt
904708,717954,{'UNIFIRST CORP MASS'},{'904708104'},https://www.sec.gov/Archives/edgar/data/717954/000095017023055282/0000950170-23-055282.txt
905400,706863,{'UNION BANKSHARES INC'},{'905400107'},https://www.sec.gov/Archives/edgar/data/706863/000070686323000016/0000706863-23-000016.txt
907818,100885,{'UNION PAC CORP'},"{'907818108', '907818908', '907818958'}",https://www.sec.gov/Archives/edgar/data/100885/000143774923002959/0001437749-23-002959.txt
909214,746838,{'UNISYS CORP'},{'909214306'},https://www.sec.gov/Archives/edgar/data/746838/000074683823000009/0000746838-23-000009.txt
909218,798949,{'Unit Corp'},{'909218406'},https://www.sec.gov/Archives/edgar/data/798949/000079894923000015/0000798949-23-000015.txt
909458,1087456,{'United Bancshares'},{'909458101'},https://www.sec.gov/Archives/edgar/data/1087456/000143774923006386/0001437749-23-006386.txt
90984P,857855,"{'UNITED COMMUNITY BKS', 'UNITED CMNTY BKS BLAIRSVLE G'}","{'90984p303', '90984P303'}",https://www.sec.gov/Archives/edgar/data/857855/000085785523000005/0000857855-23-000005.txt
909907,729986,{'UNITED BANKSHARES INC WEST V'},"{'909907107', '909907907'}",https://www.sec.gov/Archives/edgar/data/729986/000119312523056045/0001193125-23-056045.txt
909911,731653,{'UNITED BANCORP INC OHIO'},{'909911109'},https://www.sec.gov/Archives/edgar/data/731653/000141057823000281/0001410578-23-000281.txt
910047,100517,"{'UNITED CONTL HLDGS INC', 'UNITED AIRLS HLDGS INC'}","{'910047109', '910047909', '910047959'}",https://www.sec.gov/Archives/edgar/data/100517/000010051723000048/0000100517-23-000048.txt
910340,101199,{'UNITED FIRE GROUP INC'},{'910340108'},https://www.sec.gov/Archives/edgar/data/101199/000010119923000020/0000101199-23-000020.txt
910571,101295,{'UNITED GUARDIAN INC'},{'910571108'},https://www.sec.gov/Archives/edgar/data/101295/000117184323001846/0001171843-23-001846.txt
910581,731766,{'UnitedHealth Group Inc.'},{'910581107'},https://www.sec.gov/Archives/edgar/data/731766/000073176623000008/0000731766-23-000008.txt
910710,1401521,{'UNITED INS HLDGS CORP'},{'910710102'},https://www.sec.gov/Archives/edgar/data/1401521/000140152123000023/0001401521-23-000023.txt
911163,1020859,{'UNITED NAT FOODS INC'},"{'911163903', '911163953', '911163103'}",https://www.sec.gov/Archives/edgar/data/1020859/000102085923000048/0001020859-23-000048.txt
911460,1137547,{'UNITED SEC BANCSHARES CALIF'},{'911460103'},https://www.sec.gov/Archives/edgar/data/1137547/000113754723000012/0001137547-23-000012.txt
911549,101538,{'UNITED STATES ANTIMONY CORP'},"{'911549903', '911549103', '911549953'}",https://www.sec.gov/Archives/edgar/data/101538/000165495423009305/0001654954-23-009305.txt
91167Q,1472494,"{'UNITED STATES BRENT OIL FUND', 'UNITED STS BRENT OIL FD LP'}","{'91167Q100', '91167Q900', '91167Q950'}",https://www.sec.gov/Archives/edgar/data/1472494/000141057823000169/0001410578-23-000169.txt
911684,821130,{'UNITED STATES CELLULAR CORP'},{'911684108'},https://www.sec.gov/Archives/edgar/data/821130/000082113023000007/0000821130-23-000007.txt
911717,1479247,{'UNITED STATES COMMODITY INDE'},{'911717106'},https://www.sec.gov/Archives/edgar/data/1479247/000141057823000165/0001410578-23-000165.txt
911805,101594,{'U S ENERGY CORP DEL'},{'911805307'},https://www.sec.gov/Archives/edgar/data/101594/000149315223012144/0001493152-23-012144.txt
911922,82020,{'UNITED STS LIME & MINERALS I'},{'911922102'},https://www.sec.gov/Archives/edgar/data/82020/000155837023001894/0001558370-23-001894.txt
912008,1665918,{'US FOODS HLDG CORP'},"{'912008959', '912008909', '912008109'}",https://www.sec.gov/Archives/edgar/data/1665918/000166591823000023/0001665918-23-000023.txt
912318,1376227,{'UNITED STS NAT GAS FD LP'},"{'912318950', '912318300', '912318900'}",https://www.sec.gov/Archives/edgar/data/1376227/000141057823000179/0001410578-23-000179.txt
91232N,1327068,"{'UNITED STS OIL FD LP', 'United States Oil'}","{'91232N907', '91232N207', '91232N957'}",https://www.sec.gov/Archives/edgar/data/1327068/000141057823000163/0001410578-23-000163.txt
912909,1163302,"{None, 'Vanguard LifeStrategy Growth', 'UNITED STATES STL CORP NEW'}","{'912909108', '912909AT5', '912909908', '912909958', '912909503'}",https://www.sec.gov/Archives/edgar/data/1163302/000116330223000016/0001163302-23-000016.txt
913017,101829,{'UNITED TECHNOLOGIES CORP'},{'913017109'},https://www.sec.gov/Archives/edgar/data/101829/000010182923000009/0000101829-23-000009.txt
91307C,1082554,"{'UNITED THERAPEUTICS CORP DEL', 'UNITED THERAPEUTICS'}","{'91307C102', '91307c102', '91307C952', '91307C902'}",https://www.sec.gov/Archives/edgar/data/1082554/000108255423000005/0001082554-23-000005.txt
91324P,731766,"{'UNITEDHEALTH GROUP INC', 'UNITEDHEALTH GROUP INC PUT', 'UnitedHealth Group, Incorporat'}","{'91324p102', '91324P902', '91324P102', '91324P952'}",https://www.sec.gov/Archives/edgar/data/731766/000073176623000008/0000731766-23-000008.txt
913259,755001,{'UNITIL CORP'},{'913259107'},https://www.sec.gov/Archives/edgar/data/755001/000095017023002696/0000950170-23-002696.txt
91325V,1620280,"{'UNITI GROUP INC', 'Uniti Group'}","{'91325V958', '91325V108', '91325v108', '91325V908'}",https://www.sec.gov/Archives/edgar/data/1620280/000162828023005558/0001628280-23-005558.txt
913290,920427,{'UNITY BANCORP INC'},{'913290102'},https://www.sec.gov/Archives/edgar/data/920427/000092042723000015/0000920427-23-000015.txt
91332U,1810806,"{None, 'Unity Software Inc', 'UNITY SOFTWARE INC'}","{'91332U951', '91332U101', '91332u101', '91332UAB7', '91332U901'}",https://www.sec.gov/Archives/edgar/data/1810806/000181080623000016/0001810806-23-000016.txt
913456,102037,{'UNIVERSAL CORP VA'},{'913456109'},https://www.sec.gov/Archives/edgar/data/102037/000010203723000025/0000102037-23-000025.txt
91347P,1005284,"{'Universal Display Corp', 'UNIVERSAL DISPLAY CORP'}","{'91347P905', '91347P955', '91347P105', '91347p105'}",https://www.sec.gov/Archives/edgar/data/1005284/000095017023004086/0000950170-23-004086.txt
913483,101984,{'UNIVERSAL ELECTRS INC'},{'913483103'},https://www.sec.gov/Archives/edgar/data/101984/000010198423000012/0000101984-23-000012.txt
91359E,798783,{'UNIVERSAL HEALTH RLTY INCOME'},{'91359E105'},https://www.sec.gov/Archives/edgar/data/798783/000095017023004655/0000950170-23-004655.txt
91359V,891166,{'UNIVERSAL INS HLDGS INC'},"{'91359V907', '91359V107'}",https://www.sec.gov/Archives/edgar/data/891166/000089116623000022/0000891166-23-000022.txt
91381U,1463361,"{'UNITY BI', 'UNITY BIOTECHNOLOGY, INC.'}","{'91381U200', '91381U101'}",https://www.sec.gov/Archives/edgar/data/1463361/000095017023008171/0000950170-23-008171.txt
913837,931584,{'UNIVERSAL STAINLESS & ALLOY'},{'913837100'},https://www.sec.gov/Archives/edgar/data/931584/000095017023004340/0000950170-23-004340.txt
91388P,1308208,{'UNIVERSAL LOGISTICS HLDGS IN'},{'91388P105'},https://www.sec.gov/Archives/edgar/data/1308208/000095017023008498/0000950170-23-008498.txt
913903,352915,"{'UNIVERSAL HLTH SVCS INC', 'UNIVERSAL HEALTH SERVICES B'}","{'913903950', '913903900', '913903100'}",https://www.sec.gov/Archives/edgar/data/352915/000095017023004656/0000950170-23-004656.txt
913915,1261654,{'UNIVERSAL TECHNICAL INST INC'},{'913915104'},https://www.sec.gov/Archives/edgar/data/1261654/000126165423000101/0001261654-23-000101.txt
915271,102212,{'UNIVEST FINANCIAL CORPORATIO'},{'915271100'},https://www.sec.gov/Archives/edgar/data/102212/000010221223000016/0000102212-23-000016.txt
91529Y,5513,"{'Unum Group', 'UNUM GROUP'}","{'91529Y956', '91529Y106', '91529y106', '91529Y906'}",https://www.sec.gov/Archives/edgar/data/5513/000000551323000034/0000005513-23-000034.txt
91544A,1505155,{'UPLAND SOFTWARE INC'},"{'91544A109', '91544A959', '91544A909'}",https://www.sec.gov/Archives/edgar/data/1505155/000150515523000017/0001505155-23-000017.txt
91688F,1627475,{'UPWORK INC'},"{'91688F104', '91688F954', '91688F904'}",https://www.sec.gov/Archives/edgar/data/1627475/000162747523000010/0001627475-23-000010.txt
91688R,1375205,{'UR-ENERGY INC'},{'91688R108'},https://www.sec.gov/Archives/edgar/data/1375205/000165495423002437/0001654954-23-002437.txt
916896,1334933,{'URANIUM ENERGY CORP'},"{'916896953', '916896903', '916896103'}",https://www.sec.gov/Archives/edgar/data/1334933/000143774923027072/0001437749-23-027072.txt
917047,912615,{'URBAN OUTFITTERS INC'},"{'917047952', '917047902', '917047102'}",https://www.sec.gov/Archives/edgar/data/912615/000095017023011597/0000950170-23-011597.txt
91704F,1611547,{'URBAN EDGE PPTYS'},{'91704F104'},https://www.sec.gov/Archives/edgar/data/1611547/000161154723000008/0001611547-23-000008.txt
91704K,1706524,{'URBAN-GRO INC'},{'91704K202'},https://www.sec.gov/Archives/edgar/data/1706524/000170652423000018/0001706524-23-000018.txt
91705J,1041657,"{'URBAN ONE INC', 'Urban One Inc'}","{'91705J204', '91705J105'}",https://www.sec.gov/Archives/edgar/data/1041657/000155837023011650/0001558370-23-011650.txt
917286,1029800,"{'URSTADT BIDDLE   CLASS A', 'URSTADT BIDDLE PPTYS INC'}","{'917286106', '917286205'}",https://www.sec.gov/Archives/edgar/data/1029800/000102980023000012/0001029800-23-000012.txt
917488,706698,{'UTAH MED PRODS INC'},{'917488108'},https://www.sec.gov/Archives/edgar/data/706698/000181188423000004/0001811884-23-000004.txt
918090,1739566,{'UTZ BRANDS INC'},"{'918090901', '918090101'}",https://www.sec.gov/Archives/edgar/data/1739566/000173956623000034/0001739566-23-000034.txt
91822J,764195,{'VBI VACCINES INC'},{'91822J103'},https://www.sec.gov/Archives/edgar/data/764195/000149315223007351/0001493152-23-007351.txt
918284,102752,{'VSE CORP'},{'918284100'},https://www.sec.gov/Archives/edgar/data/102752/000010275223000012/0000102752-23-000012.txt
91829B,1505413,{'VOC ENERGY TRUST'},{'91829B103'},https://www.sec.gov/Archives/edgar/data/1505413/000110465923033332/0001104659-23-033332.txt
91829F,807707,"{'VOXX INTL CORP CL A', 'UWM HOLDINGS CORP'}","{'91829F104', '91829f104'}",https://www.sec.gov/Archives/edgar/data/807707/000095017023022204/0000950170-23-022204.txt
918385,1641489,{'VTV THERAPEUTICS INC'},{'918385105'},https://www.sec.gov/Archives/edgar/data/1641489/000164148923000008/0001641489-23-000008.txt
91851C,894627,"{'Vaalco Energy', 'VAALCO ENERGY INC'}","{'91851c201', '91851C201', '91851C951', '91851C901'}",https://www.sec.gov/Archives/edgar/data/894627/000143774923009697/0001437749-23-009697.txt
918640,1205922,{'VACCINEX INC'},{'918640103'},https://www.sec.gov/Archives/edgar/data/1205922/000095017023011354/0000950170-23-011354.txt
91879Q,812011,"{'VAIL RESORTS INC COM', 'VAIL RESORTS INC'}","{'91879Q909', '91879q109', '91879Q109', '91879Q959'}",https://www.sec.gov/Archives/edgar/data/812011/000081201123000047/0000812011-23-000047.txt
918905,59255,{'VALHI INC NEW'},{'918905209'},https://www.sec.gov/Archives/edgar/data/59255/000155837023003319/0001558370-23-003319.txt
91913Y,1035002,"{'Valero Energy Corp.', 'VALERO ENERGY CORP', 'Valero Energy Corp New'}","{'91913Y900', '91913Y100', '91913y100', '91913Y950'}",https://www.sec.gov/Archives/edgar/data/1035002/000103500223000027/0001035002-23-000027.txt
919794,714310,{'VALLEY NATL BANCORP'},"{'919794957', '919794107', '919794907'}",https://www.sec.gov/Archives/edgar/data/714310/000071431023000043/0000714310-23-000043.txt
92023M,1824293,{'VALLON PHARMACEUTICALS INC'},{'92023M101'},https://www.sec.gov/Archives/edgar/data/1824293/000182429323000016/0001824293-23-000016.txt
920253,102729,"{'VMI', 'VALMONT INDS INC'}","{'920253951', '920253101', '920253901'}",https://www.sec.gov/Archives/edgar/data/102729/000010272923000019/0000102729-23-000019.txt
920437,717720,{'VALUE LINE INC'},{'920437100'},https://www.sec.gov/Archives/edgar/data/717720/000143774923020982/0001437749-23-020982.txt
92047W,1674910,"{'VALVOLINE INC COM', 'VALVOLINE INC'}","{'92047w101', '92047W951', '92047W901', '92047W101'}",https://www.sec.gov/Archives/edgar/data/1674910/000167491023000125/0001674910-23-000125.txt
921078,1546652,"{'VANECK MERK GOLD TRUST', 'VANECK MERK GOLD TR CALL'}","{'921078101', '921078901'}",https://www.sec.gov/Archives/edgar/data/1546652/000121390023029591/0001213900-23-029591.txt
921659,1347178,{'VANDA PHARMACEUTICALS INC'},"{'921659108', '921659908'}",https://www.sec.gov/Archives/edgar/data/1347178/000162828023002857/0001628280-23-002857.txt
922107,1253176,{'VAPOTHERM INC'},{'922107107'},https://www.sec.gov/Archives/edgar/data/1253176/000095017023004131/0000950170-23-004131.txt
92214X,1681622,{'VAREX IMAGING CORP'},"{'92214x106', '92214X106'}",https://www.sec.gov/Archives/edgar/data/1681622/000168162223000074/0001681622-23-000074.txt
922280,1361113,"{None, 'VARONIS SYS INC'}","{'922280AB8', '922280902', '922280102', '922280952'}",https://www.sec.gov/Archives/edgar/data/1361113/000162828023002580/0001628280-23-002580.txt
92240M,59440,"{'Vector Group, Ltd', 'VECTOR GROUP LTD'}","{'92240m108', '92240M908', '92240M108'}",https://www.sec.gov/Archives/edgar/data/59440/000005944023000006/0000059440-23-000006.txt
922417,103145,{'VEECO INSTRS INC DEL'},"{'922417100', '922417900'}",https://www.sec.gov/Archives/edgar/data/103145/000155837023001744/0001558370-23-001744.txt
92242T,1601548,{'V2X INC'},"{'92242t101', '92242T101'}",https://www.sec.gov/Archives/edgar/data/1601548/000160154823000012/0001601548-23-000012.txt
92243A,72444,{'VAXART INC'},"{'92243A200', '92243A900'}",https://www.sec.gov/Archives/edgar/data/72444/000143774923006688/0001437749-23-006688.txt
92243G,1649094,{'VAXCYTE INC'},"{'92243G908', '92243G958', '92243G108'}",https://www.sec.gov/Archives/edgar/data/1649094/000095017023004654/0000950170-23-004654.txt
922475,1393052,{'VEEVA SYS INC'},"{'922475108', '922475908', '922475958'}",https://www.sec.gov/Archives/edgar/data/1393052/000139305223000025/0001393052-23-000025.txt
92262D,1692376,{'VELOCITY FINL INC'},{'92262D101'},https://www.sec.gov/Archives/edgar/data/1692376/000095017023007616/0000950170-23-007616.txt
92276F,740260,"{'VENTAS INC COM', 'VENTAS INC'}","{'92276F900', '92276F950', '92276f100', '92276F100'}",https://www.sec.gov/Archives/edgar/data/740260/000074026023000070/0000740260-23-000070.txt
92332W,1409269,{'VENUS CONCEPT INC'},{'92332W105'},https://www.sec.gov/Archives/edgar/data/1409269/000143774923007951/0001437749-23-007951.txt
92335C,1495320,{'VERA BRADLEY INC'},"{'92335C106', '92335C906'}",https://www.sec.gov/Archives/edgar/data/1495320/000149532023000014/0001495320-23-000014.txt
92337C,1526119,{'VERASTEM INC'},"{'92337C904', '92337C104'}",https://www.sec.gov/Archives/edgar/data/1526119/000155837023003738/0001558370-23-003738.txt
92337F,1384101,{'VERACYTE INC'},"{'92337f107', '92337F107', '92337F957', '92337F907'}",https://www.sec.gov/Archives/edgar/data/1384101/000138410123000016/0001384101-23-000016.txt
92337U,1566610,{'VERB TECHNOLOGY CO INC'},{'92337U104'},https://www.sec.gov/Archives/edgar/data/1566610/000149315223012571/0001493152-23-012571.txt
92343E,1014473,"{'VERISIGN INC', 'Verisign Inc.'}","{'92343E902', '92343E106', '92343E102', '92343E952'}",https://www.sec.gov/Archives/edgar/data/1014473/000101447323000005/0001014473-23-000005.txt
92343V,732712,"{'VERIZON COMMUNICATIONS INC', 'Verizon Communications'}","{'92343v104', '92343V954', '92343V104', '92343V904'}",https://www.sec.gov/Archives/edgar/data/732712/000073271223000012/0000732712-23-000012.txt
92343X,1166388,"{'VERINT SYSTEMS INC', 'VERINT SYS INC'}","{'92343x100', '92343X950', '92343X900', '92343X100'}",https://www.sec.gov/Archives/edgar/data/1166388/000116638823000012/0001166388-23-000012.txt
923451,1501570,{'VERITEX HLDGS INC'},{'923451108'},https://www.sec.gov/Archives/edgar/data/1501570/000150157023000068/0001501570-23-000068.txt
923454,1599489,{'VERITIV CORP'},"{'923454102', '923454902'}",https://www.sec.gov/Archives/edgar/data/1599489/000159948923000014/0001599489-23-000014.txt
92345Y,1442145,"{'Verisk Analytics Inc', 'VERISK ANALYTICS INC'}","{'92345Y956', '92345Y106', '92345Y906', '92345y106'}",https://www.sec.gov/Archives/edgar/data/1442145/000143774923004945/0001437749-23-004945.txt
92346J,887359,{'VERICEL CORP'},"{'92346J958', '92346J108', '92346J908'}",https://www.sec.gov/Archives/edgar/data/887359/000162828023004714/0001628280-23-004714.txt
92347M,1615165,{'VERITONE INC'},"{'92347M950', '92347M100', '92347M900'}",https://www.sec.gov/Archives/edgar/data/1615165/000095017023008493/0000950170-23-008493.txt
925050,1657312,{'VERONA PHARMA PLC'},"{'925050956', '925050106', '925050906'}",https://www.sec.gov/Archives/edgar/data/1657312/000165731223000006/0001657312-23-000006.txt
92511U,1682745,"{'VERRA MOBILITY CORP CLASS A', 'VERRA MOBILITY CORP'}","{'92511U902', '92511u102', '92511U102', '92511U952'}",https://www.sec.gov/Archives/edgar/data/1682745/000095017023005603/0000950170-23-005603.txt
92532F,875320,"{'Vertex Pharmaceuticals', 'VERTEX PHARMACEUTICALS INC'}","{'92532F100', '92532F950', '92532f100', '92532F900'}",https://www.sec.gov/Archives/edgar/data/875320/000087532023000007/0000875320-23-000007.txt
92534K,890447,{'VERTEX ENERGY INC'},"{'92534K907', '92534k107', '92534K957', '92534K107'}",https://www.sec.gov/Archives/edgar/data/890447/000162828023005861/0001628280-23-005861.txt
92536C,863894,{'VERU INC'},"{'92536C953', '92536C103', '92536C903'}",https://www.sec.gov/Archives/edgar/data/863894/000086389423000017/0000863894-23-000017.txt
92537N,1674101,{'VERTIV HOLDINGS CO'},"{'92537N958', '92537N108', '92537N908'}",https://www.sec.gov/Archives/edgar/data/1674101/000162828023005248/0001628280-23-005248.txt
92538J,1806837,"{'Vertex, Inc. Class A'}",{'92538J106'},https://www.sec.gov/Archives/edgar/data/1806837/000155837023003469/0001558370-23-003469.txt
92552R,884219,{'VIAD CORP'},{'92552R406'},https://www.sec.gov/Archives/edgar/data/884219/000095017023005163/0000950170-23-005163.txt
92552V,797721,"{'Viasat Inc', 'VIASAT INC'}","{'92552V900', '92552v100', '92552V100', '92552V950'}",https://www.sec.gov/Archives/edgar/data/797721/000095017023023444/0000950170-23-023444.txt
925550,912093,{'VIAVI SOLUTIONS INC'},"{'925550955', '925550105'}",https://www.sec.gov/Archives/edgar/data/912093/000091209323000037/0000912093-23-000037.txt
92556H,813828,"{'Paramount Global B', 'PARAMOUNT GLOBAL', 'PARAMOUNT GLOBAL CLASS A COM', 'PARAMOUNT GLOBAL-CLASS B'}","{'92556H906', '92556H107', '92556h206', '92556H206', '92556H956'}",https://www.sec.gov/Archives/edgar/data/813828/000081382823000005/0000813828-23-000005.txt
92556V,1792044,"{'VIATRIS INC', 'Viatris Inc'}","{'92556V106', '92556V956', '92556v106', '92556V906'}",https://www.sec.gov/Archives/edgar/data/1792044/000179204423000008/0001792044-23-000008.txt
92557A,1828791,{'VIANT TECHNOLOGY INC-A'},{'92557A101'},https://www.sec.gov/Archives/edgar/data/1828791/000182879123000012/0001828791-23-000012.txt
925652,1705696,{'VICI PPTYS INC'},"{'925652909', '925652109', '925652959'}",https://www.sec.gov/Archives/edgar/data/1705696/000170569623000035/0001705696-23-000035.txt
925815,751978,{'VICOR CORP'},"{'925815902', '925815952', '925815102'}",https://www.sec.gov/Archives/edgar/data/751978/000119312523053976/0001193125-23-053976.txt
92645B,1570827,"{'Victory Capital Holdings, Inc.', 'Victory Capital Holdings, Inc. Class A'}","{'92645B103', '92645b103'}",https://www.sec.gov/Archives/edgar/data/1570827/000095017023006124/0000950170-23-006124.txt
92663R,1729149,"{'VIEMED HEALTHCARE INC COM', 'VIEMED HEALTHCARE INC'}","{'92663R105', '92663r105'}",https://www.sec.gov/Archives/edgar/data/1729149/000172914923000040/0001729149-23-000040.txt
92671V,1811856,{'VIEW INC'},"{'92671V106', '92671V906'}",https://www.sec.gov/Archives/edgar/data/1811856/000181185623000003/0001811856-23-000003.txt
92672L,1597313,{'VIEWRAY INC'},"{'92672L907', '92672L957', '92672L107'}",https://www.sec.gov/Archives/edgar/data/1597313/000162828023005340/0001628280-23-005340.txt
92686J,1607678,{'VIKING THERAPEUTICS INC'},"{'92686J906', '92686J956', '92686J106'}",https://www.sec.gov/Archives/edgar/data/1607678/000156459023001685/0001564590-23-001685.txt
92707Y,1584549,{'VILLAGE FARMS INTL INC'},"{'92707Y108', '92707Y958', '92707Y908'}",https://www.sec.gov/Archives/edgar/data/1584549/000095017023007006/0000950170-23-007006.txt
927107,103595,{'VILLAGE SUPER MARKET CLASS A'},{'927107409'},https://www.sec.gov/Archives/edgar/data/103595/000010359523000014/0000103595-23-000014.txt
92731L,1796129,"{'Vincerx Pharma, Inc.'}",{'92731L106'},https://www.sec.gov/Archives/edgar/data/1796129/000119312523082258/0001193125-23-082258.txt
92763M,1602065,"{'VIMEO INC', 'VIPER ENERGY PARTNERS LP'}","{'92763M105', '92763M905', '92763M955'}",https://www.sec.gov/Archives/edgar/data/1602065/000160206523000007/0001602065-23-000007.txt
92764N,1706431,{'VIR BIOTECHNOLOGY INC'},"{'92764N952', '92764N902', '92764N102'}",https://www.sec.gov/Archives/edgar/data/1706431/000095017023005118/0000950170-23-005118.txt
927651,751365,{'VIRCO MFG CO'},{'927651109'},https://www.sec.gov/Archives/edgar/data/751365/000162828023014114/0001628280-23-014114.txt
92790C,1590750,{'VIRIDIAN THERAPEUTICS INC'},"{'92790C104', '92790C904'}",https://www.sec.gov/Archives/edgar/data/1590750/000159075023000002/0001590750-23-000002.txt
928031,1572334,{'VIRGINIA NATL BANKSHARES COR'},{'928031103'},https://www.sec.gov/Archives/edgar/data/1572334/000095017023010585/0000950170-23-010585.txt
928254,1592386,"{'VIRTU FINL INC', 'VIRTU FINANCIAL INC CLASS A'}","{'928254101', '928254951', '928254901'}",https://www.sec.gov/Archives/edgar/data/1592386/000159238623000025/0001592386-23-000025.txt
